Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
10.88454794883728	10	287.600473704	9.78017491116	311.050183657	270.696826215	191389
20.22840976715088	20	313.5657546	15.3426840525	346.249064735	283.699319179	423003
30.250822067260742	30	375.49619865	18.1264465682	413.822753599	340.67237254	675741
41.671998500823975	40	394.02369101	13.3437004051	419.724925903	367.316669804	955555
53.712252140045166	50	390.644688652	14.6420540693	418.551157098	359.696778887	1244813
65.72473859786987	60	411.06914284	15.3449680059	438.871746275	375.042848142	1537231
77.37067031860352	70	445.423329318	16.9598826882	483.795750554	410.088027119	1841153
89.586754322052	80	466.68221029	28.6577948352	530.444209563	403.396031702	2164273
102.31342720985413	90	585.53801913	78.0761375311	801.82927469	446.638966984	2507405
115.86963844299316	100	566.514325959	42.1899393527	686.843901701	497.459623349	2872233
129.85094571113586	110	658.86910787	57.0258579665	799.610824683	517.149116793	3259818
144.5952615737915	120	675.377970522	96.4595423697	987.923641194	531.271368405	3674012
161.2655029296875	130	755.14921952	87.2469498969	982.488216612	547.451774793	4109747
177.00733065605164	140	728.175010501	68.8182260445	916.047771105	576.576756622	4552031
194.28230118751526	150	699.256090507	89.5715439542	892.249136591	547.098656926	5008936
211.34944891929626	160	737.609265892	77.8089703247	879.243101735	574.010763501	5474136
227.85257124900818	170	765.194142743	58.2836602531	874.566826725	602.86617774	5952253
244.97360372543335	180	777.503669049	70.9574553776	1020.8541442	631.750658453	6436348
262.45645117759705	190	769.005657053	58.5241848612	1001.69872652	630.505619465	6916073
279.935604095459	200	794.731097265	75.4807202316	1034.21949838	626.754321882	7397748
297.85128474235535	210	844.417122366	82.7109105304	1040.35961242	692.09296893	7890240
315.9169137477875	220	928.278541608	114.762334607	1211.10191267	663.912537042	8392345
333.8519163131714	230	917.918975886	142.755575059	1399.94186156	643.321995022	8895578
350.7761552333832	240	951.717582548	130.875658962	1290.04622206	721.268022231	9402795
369.78296279907227	250	965.711894606	155.319421811	1519.59852689	694.93602709	9929998
388.73733496665955	260	1050.06997162	146.237311759	1381.74088992	734.629354482	10461902
407.95583295822144	270	1038.76220862	152.180432942	1402.59023214	715.850855662	10997924
427.04254484176636	280	1001.73425508	159.087112075	1461.20457646	693.229111398	11535584
446.26832151412964	290	1052.8965239	168.23615114	1623.46192946	550.175560603	12078437
464.968980550766	300	1071.5107994	132.818602916	1449.36432191	778.968131639	12638512
484.0610249042511	310	1100.18223074	131.703823338	1511.8995057	746.303856183	13205423
504.0581679344177	320	1084.81411847	150.881782452	1404.30319245	730.599108155	13770331
523.6109900474548	330	1142.74145072	140.217115705	1605.13976281	701.387844471	14339021
544.0074415206909	340	1149.43447412	157.916454907	1646.99904273	652.313679937	14914425
564.3864245414734	350	1052.80622708	150.846993107	1346.23119842	560.27501228	15500121
585.3232042789459	360	1178.35347521	183.381039575	1786.93592735	873.8139884	16085105
606.5854840278625	370	1115.98569968	127.367031415	1511.98820246	807.065327055	16686344
627.6600751876831	380	1266.98520464	161.807943964	1645.19833813	883.107554063	17294471
648.1421246528625	390	1187.08826899	171.608218624	1536.85251732	829.399572743	17913583
669.7525968551636	400	1238.32858932	153.751002273	1623.07211067	898.964309923	18543041
691.7413628101349	410	1309.18374461	150.955887259	1850.84466926	988.380569313	19177558
714.0200743675232	420	1215.77283321	152.311088096	1676.31778398	911.00448857	19821653
736.0422213077545	430	1264.44078648	175.904895925	1938.10854119	930.739680393	20472999
758.210687160492	440	1336.83409955	230.95499269	1996.17641049	925.855192077	21126637
781.0772314071655	450	1226.92323219	131.536805285	1559.29221607	905.86364879	21783454
804.076043844223	460	1278.82908215	162.549665011	1943.71775366	937.885159408	22445363
825.7991585731506	470	1363.5529983	176.312725057	1883.70013338	936.931128875	23130132
848.9259519577026	480	1313.88023827	145.352640151	1922.68353015	1033.95899656	23821414
872.1418790817261	490	1375.76406813	190.954197569	2042.1484057	927.788380037	24538361
896.0006096363068	500	1364.88434221	160.757015168	1917.75377158	1007.85003296	25270575
919.5422554016113	510	1377.60538983	190.185229862	2047.01779369	935.314559666	26015051
943.393837928772	520	1411.73664767	161.865597812	1816.74301038	1047.04378908	26764213
969.5985071659088	530	1452.39567091	198.704943391	2367.32599515	1137.63300592	27548306
997.4368042945862	540	1606.43299773	224.842335147	2302.19433918	1097.69321203	28347644
1024.709165096283	550	1476.2020372	180.201007089	2219.56419738	1151.63334149	29152144
1050.8278567790985	560	1552.96625807	285.913450248	3183.90808856	953.074212362	29944241
1077.6649651527405	570	1600.65929654	235.201758124	2479.37169572	1128.44689267	30748853
1103.8521406650543	580	1606.49967244	229.344135049	2482.80933078	1102.37128811	31558545
1129.105342388153	590	1648.05519748	175.237539237	2100.73767005	1046.25441823	32378474
1156.4881844520569	600	1737.54815781	296.412584698	2792.59579183	959.148483447	33216479
1183.7866885662079	610	1758.61823769	287.201875717	2524.2346254	989.913931081	34059934
1211.8560485839844	620	1558.01613961	196.780491581	2397.16604889	1177.73212889	34918973
1241.2935841083527	630	1532.76979178	240.270360314	2446.87146985	1106.04274771	35787801
1267.960230588913	640	1774.33283825	292.215834139	2676.79326948	1090.6838365	36661451
1296.6114218235016	650	1681.80418526	332.500456156	2657.43168646	896.388751253	37541855
1325.3731951713562	660	1861.29216923	418.515435583	3098.40537151	1098.13854531	38426811
1355.5079061985016	670	1875.27883454	410.963287615	3067.91253509	1103.25544957	39308944
1385.1042642593384	680	1783.43788458	325.499980111	2639.97451252	945.134870831	40183569
1413.3172857761383	690	1719.5122264	275.168144791	2745.25068338	1235.33569317	41053150
1443.4506945610046	700	1690.67485242	299.463881593	2712.18779432	916.204260326	41939974
1472.5016293525696	710	1919.36760201	459.705343499	3655.63675499	754.686253137	42815126
1501.890902042389	720	1766.79021318	374.863946281	3052.08938259	717.771635987	43710064
1531.8578584194183	730	1751.21199972	351.494093599	3101.95421196	1155.38261891	44608073
1563.2852296829224	740	1794.99553083	470.452055225	3817.16660979	896.691042063	45518050
1594.2750363349915	750	1681.09005575	316.24502453	2777.51952767	937.913092024	46434873
1624.7917459011078	760	1924.71521132	383.938043632	2990.25266568	1192.72837138	47370117
1654.224986076355	770	1854.76259557	439.853124166	2997.96273623	935.653793884	48326106
1683.163613319397	780	1980.55528248	459.184879336	4057.08726143	1252.22216223	49301022
1713.1878039836884	790	1981.47630887	369.026055847	3186.05039569	1074.78435879	50275052
1745.2271223068237	800	1965.57314284	432.768921451	3041.82953768	614.064877206	51265881
1776.3397767543793	810	2153.19155561	444.837440519	3438.63617729	1213.8696414	52242463
1807.8676478862762	820	1965.8112198	508.973213778	3369.70635375	900.38585015	53254225
1838.3080213069916	830	2058.86749473	536.656781506	4524.93118547	857.779674432	54272420
1869.1639802455902	840	2113.95392764	525.740093498	3650.19405331	945.385850456	55283859
1902.7714717388153	850	2096.91225608	483.31320166	3526.50947899	1325.51704111	56300371
1935.5687170028687	860	2203.64634536	541.097951347	4443.54103266	1381.73295971	57354266
1969.0993390083313	870	2056.45629838	636.110653801	5397.32749222	1052.70285396	58425425
2001.4589397907257	880	2058.05602364	451.429658038	3768.58249885	1257.76872724	59475337
2035.2136361598969	890	2116.27116101	546.458339851	4348.57113346	922.584457254	60537122
2069.8931505680084	900	2393.10848001	699.979776915	5012.19971109	1097.31175329	61617159
2105.2116689682007	910	2441.23092978	713.256558726	5501.40806457	1076.84279071	62739174
2141.898806810379	920	2567.69714854	810.743223642	4845.95089787	1120.59182317	63868530
2179.779748439789	930	3063.09216278	1143.73043846	7900.53567509	860.375302144	65049653
2218.4315593242645	940	3149.78950451	1080.23706611	6877.27456394	1066.8825224	66264208
2258.2538480758667	950	3743.1494726	1421.11313325	8189.7809861	1470.27673893	67465349
2298.2929244041443	960	3442.03813152	1312.78834004	8004.56260241	817.762562925	68697793
2339.7189161777496	970	3692.92020814	1522.57280202	7969.78594495	1416.77395182	69980210
2382.590683221817	980	3266.76200977	1362.42833757	8099.7935967	638.542909478	71306501
2426.6564245224	990	3923.74526016	1780.75806362	8194.57896857	1054.18394586	72636414
2473.4106838703156	1000	5168.41515576	1981.67323076	8187.84988101	1114.62476751	74058415
2524.235136270523	1010	5274.7622398	2166.82675459	8110.79725097	1556.2134759	75579773
2575.4228999614716	1020	5181.20747979	2283.70161674	8136.96863544	635.799939537	77204757
2630.607651948929	1030	4836.29156255	2092.64897446	8076.03601247	839.786125081	78803531
2689.4285113811493	1040	6526.1231422	1922.92407935	8143.67009669	1490.24437679	80489381
