Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
11.311771392822266	10	282.881987612	9.89595411885	305.845677961	265.345677266	191134
21.095067977905273	20	342.660287723	16.7921183701	383.541893036	314.436799099	422932
32.02665710449219	30	362.18440344	12.0565084196	390.43819636	333.399655301	690982
44.07151126861572	40	404.121688556	15.8074837193	443.1009205	365.330363722	984399
56.53050947189331	50	432.457570757	20.3958634743	484.075844035	392.146812932	1297382
69.64125967025757	60	462.200043417	23.3216245942	515.993039194	420.554370132	1625987
83.01891016960144	70	465.499124994	23.160356555	509.401580914	418.172975915	1967190
96.35714983940125	80	476.31146566	19.9314366472	533.021427876	425.528206148	2318126
110.24162721633911	90	484.894987921	20.1674732444	540.562564884	442.589724146	2680115
125.3290205001831	100	505.526375834	26.222087447	582.88491261	449.425907365	3049652
139.67388534545898	110	514.185334366	19.3547211612	564.324795193	471.651860639	3426460
154.22429037094116	120	525.673648949	25.3045074673	572.091766558	468.116038709	3804901
169.01392555236816	130	563.596138326	25.6655977423	622.026391977	495.863156374	4192094
184.1925528049469	140	559.51947336	23.5776039324	616.638291357	495.336527355	4590225
199.85987997055054	150	594.046704002	59.5937311874	706.764247096	504.211197972	4992038
216.16727089881897	160	623.917743593	56.8589938382	816.841209989	532.303894537	5417597
233.27487802505493	170	690.960412945	48.4796648067	910.773428992	606.212859229	5865052
249.6600263118744	180	730.557887368	41.0835023785	828.385803167	590.723526484	6323580
266.8034842014313	190	692.554171198	34.4778748513	796.832566294	616.489090166	6790700
284.29806303977966	200	802.610816656	54.4810591042	934.039074951	680.591227149	7270759
301.77315163612366	210	804.938593228	46.4113830743	913.224717018	680.561068515	7770369
320.00620794296265	220	783.095053407	26.6788062887	915.927288011	739.10645393	8276976
338.5930120944977	230	804.152312899	30.2134743762	908.414392918	731.153129304	8806660
357.9361002445221	240	844.319007284	35.6605762305	962.415330892	739.888880449	9335611
377.3355071544647	250	874.343168799	49.0355450528	1027.78535622	764.521740985	9875868
396.63698863983154	260	812.422277869	33.8365643285	918.806487482	715.666025498	10418741
414.99943923950195	270	806.278976923	38.4765893183	876.825974771	714.157687253	10956413
434.7817656993866	280	866.05636287	49.962821159	1101.14261947	730.331792236	11500051
453.86888456344604	290	814.769045163	29.6569063916	888.463192783	729.347912504	12042824
472.9395513534546	300	790.278969762	26.9138886749	887.606589646	735.332211778	12585741
493.1469202041626	310	822.184476427	36.0731794413	892.345717932	743.810983696	13132258
513.3670525550842	320	824.898086128	43.2248886237	1037.20741723	731.39392955	13675774
532.7970440387726	330	818.322603085	30.6410508687	899.101308491	763.421769643	14220952
552.3675882816315	340	844.619126931	34.2263418724	949.364341594	785.103100319	14766189
572.0525407791138	350	809.42348211	30.5138730567	878.813429355	740.642025674	15314651
591.8335676193237	360	822.444922795	36.9891128707	989.557931351	750.982623842	15868142
611.5293519496918	370	820.363734239	27.1794769847	888.313225627	704.817560901	16418318
630.2291378974915	380	828.884478751	51.4118431966	1032.88875741	752.419046277	16965788
650.3300359249115	390	815.526617557	41.9553959731	922.64038903	737.677254042	17514030
669.8343040943146	400	849.833130454	43.8736509313	946.870834788	766.844902755	18057186
689.0426981449127	410	854.290047932	41.8446408463	958.979479482	707.19686312	18597927
708.7868909835815	420	848.456407406	36.531531986	974.80878335	775.965374407	19137756
727.1232242584229	430	842.882738534	32.1797005664	911.700869757	775.684398274	19674000
746.6916120052338	440	859.762393991	35.2474371127	954.014099046	786.989686028	20216355
764.8578848838806	450	859.713726024	31.1947199054	952.85031659	789.362124745	20755260
784.0376117229462	460	860.034499821	31.3128008838	953.379718699	782.250083851	21301282
803.0170085430145	470	851.072785959	50.7412706945	1105.79599349	778.484205752	21852845
822.8620471954346	480	847.56397624	38.9987751002	939.545943986	775.990185046	22409106
842.6217865943909	490	888.40110199	49.3769579624	1054.46509186	805.003038136	22964797
863.3648271560669	500	877.030968777	52.6251789253	1026.11694162	775.058542077	23522332
883.7291171550751	510	884.733442619	53.8138472199	1093.87632944	790.310705076	24082326
903.9089553356171	520	894.59768412	86.8726635019	1197.51941588	755.249112671	24653763
924.886994600296	530	917.135217619	49.6334862794	1060.93786789	810.161694305	25231274
945.0734429359436	540	925.185724098	66.3577063391	1133.16804125	814.868117883	25805851
965.0885729789734	550	924.672059025	62.1934079499	1085.12137779	812.359810144	26378816
985.4519324302673	560	944.929318916	90.1583882909	1192.88221686	794.336219705	26952796
1006.3497309684753	570	912.905011905	83.7232462307	1153.39604172	799.962844927	27532783
1028.2352154254913	580	890.810433066	60.5953835231	1092.71387144	800.327506474	28115232
1049.3840477466583	590	890.199101127	49.6254772534	1054.68540032	809.799917797	28689304
1069.1762702465057	600	904.643711581	58.1193454	1152.11138124	807.036301572	29264521
