Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
11.707256317138672	10	296.594214045	12.5165047042	325.539919852	271.195696799	192679
21.321405172348022	20	318.986700746	12.9359281517	345.580519241	294.542844656	428847
31.77015447616577	30	346.826565106	10.3279417261	366.253121116	321.048851572	679414
42.25204038619995	40	356.53703127	11.2140905903	378.172545173	330.060373804	946697
52.6508948802948	50	365.810704414	10.1986291681	390.172787508	347.042843731	1220202
63.92092275619507	60	379.777381048	12.9778624867	408.424256688	348.560118485	1505260
75.18958973884583	70	402.976912922	10.5713408252	428.242647979	376.39808917	1799405
86.88853287696838	80	446.158640805	12.8289106657	471.634156695	417.461549071	2104197
98.99904465675354	90	461.021466285	10.9461823511	491.540117774	435.613429446	2427390
111.63327598571777	100	515.181387	12.9462413684	538.51226119	477.643035488	2760796
124.63430523872375	110	520.805255941	25.0537553635	597.39276446	470.700046936	3117889
138.42369508743286	120	555.234653487	46.5374467866	830.688942081	514.644093895	3489108
152.65325832366943	130	647.279977096	86.9695712465	891.260174961	522.948133126	3873346
166.99943661689758	140	655.739756516	43.5548961808	763.102458058	570.943450285	4273984
182.22532391548157	150	713.731408619	55.9255614964	929.025479241	598.065166201	4695602
197.17793703079224	160	813.780955599	86.6332566071	1048.69246116	661.620813223	5129898
213.1610505580902	170	787.428852386	65.8941515286	1022.23065587	624.474936174	5579149
229.31882524490356	180	719.128465544	58.2664723736	856.561803166	597.662548807	6032806
245.45754170417786	190	859.037670015	70.3181229255	1110.93753454	630.104860928	6499227
261.1273019313812	200	864.17047471	64.2665753492	1056.53186934	645.049912538	6971341
278.3902978897095	210	926.566331202	83.4015470069	1117.36282693	714.046246729	7456167
296.0953426361084	220	954.432945369	92.3931528576	1174.80145203	788.600560663	7954072
313.1973032951355	230	1021.79318594	107.445903948	1296.39552592	761.002240467	8462985
331.2144305706024	240	968.697004163	110.327393388	1298.39362224	794.166305077	8982701
349.7845184803009	250	1033.11013124	117.147037728	1374.19169898	790.924482963	9515519
367.52615213394165	260	967.368209072	110.785768985	1208.93636784	733.961845763	10048718
387.17423486709595	270	1070.02543124	98.9148069779	1269.51607546	810.73021246	10596634
406.28856229782104	280	1083.87811648	86.6998831433	1338.6252175	851.895374717	11150172
426.283180475235	290	1049.25005193	120.549250572	1326.22796746	804.830010738	11701690
446.46014404296875	300	1010.40938767	121.050260372	1338.5326457	776.048322597	12262601
466.13033080101013	310	1077.35766292	81.8023652252	1297.98426741	821.392050927	12814374
486.3619248867035	320	997.928941329	81.034074791	1190.56538371	697.86874915	13379396
505.73328924179077	330	1046.97861679	101.201605545	1335.34099642	803.493985705	13950246
526.0645685195923	340	1064.07853978	118.02137714	1363.56289828	799.789332232	14536138
546.1112351417542	350	1079.25036059	75.2830983874	1302.9685873	799.032832615	15112213
566.7200350761414	360	1043.50914459	53.5116537146	1204.77364514	925.675322377	15695870
586.4365763664246	370	1146.5047923	135.179067613	1420.88739041	788.111480452	16282706
606.7285814285278	380	1212.79378337	152.883866955	1519.79019857	815.305354779	16874863
627.3044714927673	390	1238.65603686	117.375963319	1562.16413949	1015.51063066	17476863
649.5708093643188	400	1202.73735157	99.7962024475	1460.41342834	788.810748795	18095812
670.5468189716339	410	1228.92544482	138.423105847	1631.43818077	906.701536846	18722066
692.2077996730804	420	1237.9310034	125.737519239	1470.35300085	925.527264115	19347064
